,Country,City,Latitude,Longitude,elevation
2825,MDA,Transnistria,,,
2028,MDA,Orhei,,,
1488,MDA,Leova,,,
415,MDG,Bongolava,-18.5980822,46.2957395,
2916,MDG,Vakinankaratra,-19.7010485,46.8288083,
163,MDG,Androy,-24.6836914,45.5225738,
174,MDG,Anosy,-23.9408038,46.1469315,
404,MDG,Boeny,-16.2819011,46.127719,
1184,MDG,Itasy,-19.036567,46.9937529,
124,MDG,Alaotra-Mangoro,-18.0261616,48.3384024,
1686,MDG,Menabe,-20.0466893,45.0957961,
147,MDG,Amoron'i Mania,-20.4554111,46.7401213,
231,MDG,Atsinanana,-19.0060415,48.8685368,
230,MDG,Atsimo-Atsinanana,-23.2153105,47.2913342,
229,MDG,Atsimo-Andrefana,-23.0989551,44.423055,
374,MDG,Betsiboka,-17.1396942,47.3134773,
154,MDG,Analanjirofo,-17.0173835,49.1725519,
2497,MDG,Sava,-14.3677221,49.7140365,
1667,MDG,Matsiatra Ambony,-21.4532787,46.4793936,
1683,MDG,Melaky,-17.7471123,44.9818956,
2933,MDG,Vatovavy-Fitovinany,-22.816791,47.8340311,
153,MDG,Analamanga,-18.6340317,47.4872346,
1147,MDG,Ihorombe,-22.638973,46.1274078,
755,MDG,Diana,-13.1086792,49.1253068,
1051,MDV,Haa Alif,7.0607297,72.9896628,
882,MDV,Faafu,3.1314909,72.8843567,
2530,MDV,Shaviyani,6.3322998,73.2324635,
1239,MDV,Kaafu,4.354299,73.5760032,
57,MDV,Addu,-0.6414935,73.1629978,
1052,MDV,Haa Dhaalu,6.449901,72.6264899,
2911,MDV,Vaavu,3.6152492,73.5869986,
133,MDV,Alif Alif,4.4389236,72.8716854,
2253,MDV,Raa,5.6609485,72.7681645,
750,MDV,Dhaalu,2.8473454,72.9029526,
274,MDV,Baa,4.8806627,72.8532558,
2772,MDV,Thaa,2.1461655,73.0288245,
1493,MDV,Lhaviyani,5.3992544,73.5273924,
803,MEX,Durango,24.833333,-104.833333,
2800,MEX,Tlaxcala,19.416667,-98.166667,
2703,MEX,Tabasco,17.9999288,-92.6681659,
2941,MEX,Veracruz de Ignacio de la Llave,19.333333,-96.666667,
653,MEX,Coahuila de Zaragoza,27.3333331,-102.0000001,
3068,MEX,Yucatan,20.6845957,-88.8755669,
2726,MEX,Tamaulipas,23.9891553,-98.7026825,
1975,MEX,Nuevo Leon,26.2384363,-99.8873,
1027,MEX,Guerrero,17.666667,-100.0,
609,MEX,Chiapas,16.5000001,-92.5000001,
1988,MEX,Oaxaca,17.0,-96.5,
1199,MEX,Jalisco,20.3333331,-103.6666671,
614,MEX,Chihuahua,28.5000001,-106.0000001,
1017,MEX,Guanajuato,20.9876996,-101.0,
2558,MEX,Sinaloa,25.0000001,-107.5000001,
1839,MEX,Nayarit,22.0000001,-105.0000001,
66,MEX,Aguascalientes,21.880487,-102.2967195,
1753,MEX,Morelos,18.75,-99.0,
2452,MEX,San Luis Potosi,22.5000001,-100.4949145,
1692,MEX,Mexico,23.6585116,-102.0077097,
2592,MEX,Sonora,29.3333331,-110.6666671,
656,MEX,Colima,19.166667,-104.0,
3076,MEX,Zacatecas,23.0916177,-102.9333954,
291,MEX,Baja California,30.0338923,-115.1425107,
512,MEX,Campeche,19.0,-90.5,
2240,MEX,Queretaro de Arteaga,20.8052225,-99.8837376,
2207,MEX,Puebla,18.833333,-98.0,
1695,MEX,Michoacan de Ocampo,19.207098,-101.878113,
292,MEX,Baja California Sur,25.5818014,-111.5706164,
2245,MEX,Quintana Roo,19.6666671,-88.5000001,
1098,MEX,Hidalgo,20.5,-99.0,
1460,MHL,Lae,8.9367249,166.2321317,
1704,MHL,Mili,6.1333333,171.9166667,
1682,MHL,Mejit,10.2843414,170.8698843,
1351,MHL,Kili,5.6443199,169.1226846,
1818,MHL,Namdrik,5.6171289,168.1117198,
1604,MHL,Maloelap,8.7602234,171.048633,
1593,MHL,Majuro,7.0909924,171.3816354,
1192,MHL,Jabat,7.7515271,168.9774281,
1200,MHL,Jaluit,6.0,169.5833333,
854,MHL,Enewetak,11.4205556,162.3405556,
2870,MHL,Ujae,9.0812091,165.6122758,
1822,MHL,Namu,7.9871185,168.1615981,
73,MHL,Ailinglaplap,7.412519,168.7316327,
832,MHL,Ebon,4.6333333,168.7166667,
3037,MHL,Wotho,10.1030775,165.9677037,
74,MHL,Ailuk,10.3410084,169.9418605,
1502,MHL,Likiep,9.8269176,169.3074274,
2893,MHL,Utirik,11.2475243,169.7876071,
240,MHL,Aur,8.2673625,171.0881869,
1419,MHL,Kwajalein,9.1257934,167.5740472,
207,MHL,Arno,7.081172,171.6562687,
3038,MHL,Wotje,9.4528761,170.0722133,
2094,MKD,Pelagonia,,,
2644,MKD,Southwest,,,
1947,MKD,Northeast,,,
2572,MKD,Skopje,41.9961816,21.4319213,
2929,MKD,Vardar,41.5927387,21.9199777,
2631,MKD,Southeast,,,
2158,MKD,Polog,41.0065971,21.6243853,
1308,MLI,Kayes,13.8001844,-10.2245548,
1394,MLI,Koulikouro,,,
305,MLI,Bamako,12.6132655,-7.9847391,
1749,MLI,Mopti,14.514489,-3.6464581,
2511,MLI,Segou,13.441518,-6.268147,
1349,MLI,Kidal,19.802089,0.7253125,
2551,MLI,Sikasso,11.529684,-6.8663259,
2813,MLI,Tombouctou,16.7719091,-3.0087272,
943,MLI,Gao,16.2788129,-0.0412392,
1803,MLT,Nadur,36.0389956,14.2934514,
3040,MLT,Xag?ra,,,
2680,MLT,Swieqi,35.9236256,14.469548,
2574,MLT,Sliema,35.9127609,14.5020708,
2098,MLT,Pembroke,35.9281313,14.4795722,
2399,MLT,Saint Lucia's,35.8725492,14.4989422,
1759,MLT,Mosta,35.9079178,14.4241508,
2467,MLT,Sannat,36.0273022,14.2429017,
2072,MLT,Paola,35.8717994,14.5073748,
2376,MLT,Safi,35.8324496,14.4843078,
2701,MLT,Ta' Xbiex,35.8991087,14.4948986,
3044,MLT,Xewkija,36.0323529,14.2609952,
2395,MLT,Saint Julian's,35.9199225,14.4877119,
2396,MLT,Saint Lawerence,,,
2410,MLT,Saint Paul's Bay,35.9480742,14.3973929,
1768,MLT,Mtarfa,35.8915754,14.3978902,
1767,MLT,Msida,35.8956943,14.4891829,
1766,MLT,Mqabba,35.8456802,14.4666263,
2255,MLT,Rabat Malta,,,
2746,MLT,Tarxien,35.8648857,14.5114877,
2923,MLT,Valletta,35.8989979,14.5136607,
2254,MLT,Rabat Gozo,36.0449866,14.2384845,
1838,MLT,Naxxar,35.9133396,14.4432851,
2542,MLT,Si??iewi,,,
2476,MLT,Santa Venera,35.8897878,14.4802386,
2232,MLT,Qrendi,35.8343586,14.4578698,
2231,MLT,Qormi,35.877464,14.4739598,
2222,MLT,Qala,36.036291,14.3103502,
3045,MLT,Xg?ajra,,,
2131,MLT,Pietà,35.892353,14.4934881,
1780,MLT,Munxar,36.0306654,14.2347898,
1561,MLT,M?arr,,,
387,MLT,Birkirkara,35.8994577,14.4649552,
1319,MLT,Ker?em,,,
960,MLT,Ghajnsielem,36.0288642,14.2871759,
963,MLT,Gharb,36.0598182,14.209081,
966,MLT,Ghasri,36.0655404,14.22173,
761,MLT,Dingli,35.8604202,14.3816818,
11,MLT,?amrun,,,
1257,MLT,Kalkara,35.8898771,14.5290867,
922,MLT,G?ira,,,
1685,MLT,Mellie?a,,,
1643,MLT,Marsa,35.882892,14.4944898,
1678,MLT,Mdina,35.8858681,14.4027236,
1645,MLT,Marsaskala,35.8629162,14.5591879,
1646,MLT,Marsaxlokk,35.8417662,14.5448353,
1176,MLT,Isla,35.887175,14.517307,
1149,MLT,Iklin,35.911112,14.4521273,
9,MLT,?abbar,,,
303,MLT,Balzan,35.8986113,14.4510172,
921,MLT,G?axaq,,,
1024,MLT,Gudja,35.8483258,14.5030882,
15,MLT,?ebbu? Gozo,,,
17,MLT,?ejtun,,,
1550,MLT,Luqa,35.859653,14.4892913,
920,MLT,G?arg?ur,,,
386,MLT,Birgu,35.8881119,14.5238445,
385,MLT,Bir?ebbu?a,,,
233,MLT,Attard,35.8909172,14.4430093,
16,MLT,?ebbu? Malta,,,
1500,MLT,Lija,35.901766,14.4476136,
1360,MLT,Kirkop,35.8419845,14.4844481,
907,MLT,Floriana,35.8929838,14.5052716,
423,MLT,Bormla,35.8825817,14.522721,
909,MLT,Fontana,36.038744,14.2370014,
899,MLT,Fgura,35.8728325,14.520799,
22,MLT,?urrieq,,,
284,MMR,Bago,17.336667,96.479722,
2260,MMR,Rakhine,19.5212991,94.0072428,
1242,MMR,Kachin,26.0207656,97.4919258,
3056,MMR,Yangon,16.7967129,96.1609916,
618,MMR,Chin,22.018242,93.5038035,
1585,MMR,Magway,20.2747958,94.7362245,
1613,MMR,Mandalay,21.9596834,96.0948743,
2525,MMR,Shan,21.5122404,98.0098362,
2735,MMR,Tanitharyi,14.0852206,98.1815246,
1305,MMR,Kayah,19.2812505,97.3291806,
1309,MMR,Kayin,17.1863135,97.7499316,
1728,MMR,Mon,16.4494071,97.6288219,
249,MMR,Ayeyarwady,20.3488263,94.9136898,
2379,MMR,Saigang,,,
2146,MNE,Pljevlja Municipality,43.3121065,19.3060365,
315,MNE,Bar Municipality,42.1365429,19.1501318,
587,MNE,Cetinje Municipality,42.4783057,18.8980059,
2144,MNE,Plav Municipality,42.6087914,19.965122,
2112,MNE,Petnjica Municipality,42.925657,19.9829219,
10,MNE,?abljak Municipality,,,
2798,MNE,Tivat Municipality,42.4201512,18.7198297,
13,MNE,?avnik Municipality,,,
2872,MNE,Ulcinj Municipality,41.9651721,19.3155174,
1882,MNE,Nik?i? Municipality,,,
2148,MNE,Plu?ine Municipality,,,
1376,MNE,Kola?in Municipality,,,
2334,MNE,Ro?aje Municipality,,,
368,MNE,Berane Municipality,42.8304143,19.8428591,
718,MNE,Danilovgrad Municipality,42.6120612,19.1007797,
1035,MNE,Gusinje Municipality,42.5480869,19.8233846,
451,MNE,Budva Municipality,42.2592577,18.920578,
1093,MNE,Herceg Novi Municipality,42.5043332,18.5440077,
1391,MNE,Kotor Municipality,42.448261,18.7871188,
1724,MNE,Mojkovac Municipality,42.976931,19.4711176,
2151,MNE,Podgorica Municipality,42.5251279,19.3798051,
378,MNE,Bijelo Polje Municipality,43.0787689,19.6921426,
162,MNE,Andrijevica Municipality,42.7219982,19.754574,
793,MNG,Dornogovi,44.4179637,109.7783753,
1343,MNG,Khovd,46.8997977,92.2959651,
2871,MNG,Ulaanbaatar,47.9184676,106.9177016,
1337,MNG,Khentii,47.885981,110.4201043,
2697,MNG,Sükhbaatar,46.2093417,113.5077196,
343,MNG,Bayan-Ölgii,48.5470083,89.8549358,
3119,MNG,Ömnögovi,43.282363,104.1133864,
2900,MNG,Uvs,49.6313887,92.9558186,
458,MNG,Bulgan,48.9521438,103.3965591,
792,MNG,Dornod,47.6772781,115.2177155,
3122,MNG,Övörkhangai,45.8297039,102.7237769,
802,MNG,Dundgovi,45.5186722,106.2611562,
204,MNG,Arkhangai,47.862646,101.0316283,
2030,MNG,Orkhon,48.6440292,104.1036297,
344,MNG,Bayankhongor,45.2380937,99.5146799,
993,MNG,Govisumber,46.4610827,108.5173101,
2514,MNG,Selenge,49.3910136,107.0629034,
1117,MNG,Hovsgel,50.2206196,99.9170492,
992,MNG,Govi-Altai,45.3463139,95.9325806,
3096,MNG,Zavkhan,48.3133355,96.2850506,
721,MNG,Darkhan-Uul,49.3767291,106.2901384,
2862,MNG,Töv,47.7529235,105.6150598,
1630,MOZ,Maputo,-25.966213,32.56745,
948,MOZ,Gaza,-23.328398,32.8066057,
1821,MOZ,Nampula,-14.966969,39.2707752,
1164,MOZ,Inhambane,-22.779116,34.5661741,
2769,MOZ,Tete,-15.5205193,32.7682742,
1618,MOZ,Manica,-19.0400995,33.4318137,
2581,MOZ,Sofala,-19.0771666,34.7164804,
3086,MOZ,Zambézia,-16.6460178,36.991932,
1873,MOZ,Niassa,-13.0638577,36.4669964,
501,MOZ,Cabo Delgado,-12.4254942,39.4168743,
2795,MRT,Tiris Zemmour,24.1951392,-9.6664199,
1160,MRT,Inchiri,19.9922766,-15.113767,
714,MRT,Dakhlet Nouadhibou,20.8019537,-16.0012708,
219,MRT,Assaba,16.5809185,-11.5363724,
2711,MRT,Tagant,18.5729893,-10.3937926,
1968,MRT,Nouakchott,18.0792379,-15.9780071,
433,MRT,Brakna,17.2475638,-13.4037714,
1106,MRT,Hodh ech Chargui,18.1941112,-7.0921652,
1107,MRT,Hodh el Gharbi,16.5693922,-9.8322366,
1028,MRT,Guidimaka,15.3766896,-12.124663,
2826,MRT,Trarza,17.922642,-14.8476017,
988,MRT,Gorgol,16.0062275,-12.8360834,
1003,MUS,Grand Port,-20.3897284,57.6160762,
2165,MUS,Port Louis,-20.1624522,57.5028044,
2330,MUS,Rivière du Rempart,-20.0669942,57.65063,
1725,MUS,Moka,-20.2521392,57.5872245,
2502,MUS,Savanne,-20.458386,57.4893297,
395,MUS,Black River,-20.3264792,57.4155785,
2137,MUS,Plaines Wilhems,-20.3053896,57.4959619,
2337,MUS,Rodrigues,-19.7092,63.4425995,
903,MUS,Flacq,-20.2217312,57.7223251,
63,MUS,Agaléga,-10.4145113,56.6460266,
2068,MUS,Pamplemousses,-20.0988684,57.5741162,
2648,MUS,St. Brandon,-16.533965,59.6085149,
2489,MYS,Sarawak,2.5023855,112.9547283,
1224,MYS,Johor,2.0228821,103.3114564,
1315,MYS,Kelantan,5.4021302,102.0635972,
1312,MYS,Kedah,5.8098265,100.6715035,
2105,MYS,Perak,4.812181,100.9797908,
1404,MYS,Kuala Lumpur,3.1526589,101.7022205,
1598,MYS,Malacca,2.3293744,102.2880962,
2101,MYS,Penang,5.4065013,100.2559077,
2370,MYS,Sabah,5.4257359,117.0326392,
1842,MYS,Negeri Sembilan,2.7831895,102.1925319,
2107,MYS,Perlis,6.4868392,100.2577623,
1456,MYS,Labuan,5.3168336,115.2198613,
2214,MYS,Putrajaya,2.9384381,101.69223,
2513,MYS,Selangor,3.2083304,101.304146,
2767,MYS,Terengganu,4.8630743,102.9949297,
2063,MYS,Pahang,3.6168822,102.5994547,
1304,NAM,Kavango,-19.2632632,17.708643,
1067,NAM,Hardap,-24.4140944,17.4134051,
2004,NAM,Ohangwena,-17.5877369,16.7737955,
1411,NAM,Kunene,-19.6792809,13.9756564,
2014,NAM,Omaheke,-21.9074676,19.3929661,
863,NAM,Erongo,-22.0278147,15.389358,
2036,NAM,Oshana,-18.4702308,15.7434419,
2017,NAM,Omusati,-18.2862314,14.8856679,
1287,NAM,Karas,-26.8752094,17.7634818,
1340,NAM,Khomas,-22.9082553,17.09198,
2046,NAM,Otjozondjupa,-19.9424962,18.395886,
2037,NAM,Oshikoto,-18.5464046,17.1019606,
537,NAM,Caprivi,-17.6912922,24.1377371,
1871,NER,Niamey,13.524834,2.109823,
2791,NER,Tillaberi,14.8224036,0.8622459,
2712,NER,Tahoua/Agadez,18.0812691,7.5369781,
1632,NER,Maradi,13.501206,7.102534,
3102,NER,Zinder/Diffa,13.804874,8.9878057,
794,NER,Dossa,14.2882352,0.8121413,
2042,NGA,Osun,7.5484047,4.4978307,
3065,NGA,Yobe,12.1233242,11.5065937,
839,NGA,Ekiti,7.736891,5.2738326,
859,NGA,Enugu,6.4496519,7.5136856,
424,NGA,Borno,12.1875392,13.3080034,
43,NGA,Abuja Federal Capital Territory,8.8311228,7.1724673,
2585,NGA,Sokoto,13.0611195,5.3152203,
986,NGA,Gombe,10.4304019,11.2065408,
2737,NGA,Taraba,8.0141334,10.7376336,
87,NGA,Akwa Ibom,4.9906379,7.7966205,
690,NGA,Cross River,5.8671966,8.5204774,
1216,NGA,Jigawa,12.3252362,9.5103296,
40,NGA,Abia,5.4540953,7.5153071,
1463,NGA,Lagos,6.4550575,3.3941795,
1302,NGA,Katsina,12.5630825,7.6207063,
2329,NGA,Rivers,4.8416028,6.8604088,
1276,NGA,Kano,11.9939978,8.5219738,
155,NGA,Anambra,6.2183136,6.9531842,
730,NGA,Delta,5.5273061,6.1784167,
836,NGA,Edo,6.6076575,5.9722713,
2018,NGA,Ondo,7.0209686,5.0567477,
1311,NGA,Kebbi,11.4167574,4.1074545,
54,NGA,Adamawa,9.5129772,12.3881887,
1422,NGA,Kwara,8.8367891,4.6688487,
2057,NGA,Oyo,8.2151249,3.5642897,
2003,NGA,Ogun,6.9788582,3.4389293,
1157,NGA,Imo,5.5859456,7.0669651,
1373,NGA,Kogi,7.7949602,6.6868669,
1243,NGA,Kaduna,10.5182899,7.4359863,
833,NGA,Ebonyi,6.1996918,8.0348906,
367,NGA,Benue,7.3505747,8.7772877,
1880,NGA,Niger,9.9326083,5.6511088,
1835,NGA,Nasarawa,8.4387868,8.2382849,
338,NGA,Bauchi,10.6228284,10.0287754,
3087,NGA,Zamfara,12.0078998,6.4191432,
346,NGA,Bayelsa,4.7629786,6.028898,
1609,NIC,Managua,12.1544035,-86.2737642,
1487,NIC,Leon,12.3021275,-86.9679698,
619,NIC,Chinandega,12.7777962,-87.269584,
1221,NIC,Jinotega (Departamento),13.0887037,-86.0006287,
2604,NIC,South Atlantic Autonomous Region,12.1793275,-83.7774051,
1974,NIC,Nueva Segovia,13.7719023,-86.0584542,
995,NIC,Granada,11.9303801,-85.9535897,
1917,NIC,North Carribean Coast Autonomous Region,,,
2324,NIC,Rivas,11.4416741,-85.7591501,
2321,NIC,Rio San Juan,11.3080026,-84.7550693,
1661,NIC,Matagalpa (Departemento),,,
401,NIC,Boaco,12.2551759,-85.724364,
875,NIC,Estelí,13.0931241,-86.3554436,
1650,NIC,Masaya,11.9736474,-86.0960547,
541,NIC,Carazo,11.6619985,-86.3125697,
1578,NIC,Madriz,13.4272871,-86.401622,
630,NIC,Chontales,11.9876753,-85.1860798,
1012,NLD,Groningen,53.2190652,6.5680077,
2056,NLD,Overijssel,52.4254143,6.4610611,
3108,NLD,Zuid-Holland,51.9966792,4.5597397,
1897,NLD,Noord-Brabant,51.6017723,5.4441391,
3097,NLD,Zeeland,51.4162975,3.7028061,
955,NLD,Gelderland,52.1014041,5.9515701,
1898,NLD,Noord-Holland,52.7212825,4.820665,
904,NLD,Flevoland,52.4484375,5.4235397,
2894,NLD,Utrecht,52.0907006,5.1215634,
1507,NLD,Limburg,51.2015196,5.9046302,
795,NLD,Drenthe,52.9067922,6.6368423,
914,NLD,Fryslân,53.0923689,5.777043,
2953,NOR,Viken,63.6807218,9.5930848,
2840,NOR,Trøndelag,63.8775924,10.1950505,
64,NOR,Agder,58.7194423,8.0349635,
2836,NOR,Troms og Finnmark,70.6623376,23.6779757,
2338,NOR,Rogaland,58.9363138,5.8058786,
1906,NOR,Nordland,67.2756405,13.8623606,
2039,NOR,Oslo,59.9133301,10.7389701,
1166,NOR,Innlandet,61.2681055,10.4854547,
1794,NOR,Møre og Romsdal,62.8452777,7.5181941,
2943,NOR,Vestfold og Telemark,59.6842787,9.6510065,
2944,NOR,Vestland,60.9291011,6.1078869,
1293,NPL,Karnali,29.1839388,82.3184966,
283,NPL,Bagmati,27.718333,85.5378341,
2667,NPL,Sudurpaschim,27.7448647,85.3178277,
1547,NPL,Lumbini,28.0654626,82.535642,
2187,NPL,Province 2,26.9066675,85.7069635,
940,NPL,Gandaki,28.3740324,84.0513324,
2186,NPL,Province 1,27.195814,87.3369312,
169,NRU,Anibare,-0.5308137,166.9507521,
78,NRU,Aiwo,-0.5332376,166.9134104,
152,NRU,Anabar,-0.5135233,166.9512,
734,NRU,Denigomodu,-0.5239903,166.916907,
165,NRU,Anetan,-0.5106655,166.9441604,
1148,NRU,Ijuw,-0.5187922,166.9519866,
403,NRU,Boe,-0.5423003,166.9160609,
290,NRU,Baiti,-0.5149169,166.9325713,
2864,NRU,Uaboe,-0.5197742,166.9310147,
1688,NRU,Meneng,-0.5452276,166.9397768,
3059,NRU,Yaren,-0.5471064,166.9163479,
449,NRU,Buada,-0.5343058,166.9262406,
1874,NRU,Nibok,-0.5219238,166.9261093,
877,NRU,Ewa,-0.5118821,166.9378982,
2983,NZL,Waikato Region,-34.8315408,173.4147477,
1964,NZL,Northland Region,-35.3755091,173.9470106,
975,NZL,Gisborne Region,,,
2739,NZL,Taranaki Region,-35.2038881,174.0136054,
1640,NZL,Marlborough Region,-35.66988,173.7213163,
1611,NZL,Manawatu-Wanganui Region,,,
3001,NZL,West Coast Region,-35.4367157,173.2848102,
2643,NZL,Southland Region,-45.5251368,168.3721919,
2749,NZL,Tasman Region,-40.7411067,175.1175766,
600,NZL,Chatham Islands Territory,-43.9729057,-176.384599,
342,NZL,Bay of Plenty Region,,,
2043,NZL,Otago Region,-41.309743,174.7809912,
520,NZL,Canterbury Region,-35.1938353,174.2947014,
1843,NZL,Nelson Region,-41.2710849,173.2836756,
2996,NZL,Wellington Region,-41.2235474,175.4157576,
238,NZL,Auckland Region,-37.0114789,174.8505779,
1085,NZL,Hawke's Bay Region,-35.2817751,174.0466075,
50,OMN,Ad Dakhiliyah,22.2272704,57.2174386,
90,OMN,Al Batinah,23.77,57.25,
250,OMN,Az Zahirah,22.6754209,56.0277942,
113,OMN,Al Wusta,19.7038213,56.4357977,
216,OMN,Ash Sharqiyah,22.1993595,58.3699585,
754,OMN,Dhofar,18.3377405,54.199774,
1785,OMN,Muscat,23.6123628,58.5938134,
299,PAK,Balochistan,28.0,66.0,
1177,PAK,Islamabad Capital Territory,33.6357394,73.2031156,
1346,PAK,Khyber Pakhtunkhwa,33.712802,71.2678805,
2559,PAK,Sindh,25.5,69.0,
973,PAK,Gilgit-Baltistan,35.9999972,75.0000023,
2211,PAK,Punjab,31.0,72.0,
252,PAK,Azad Kashmir,33.84412,73.796642,
664,PAN,Comarca Ngäbe-Buglé,8.793244,-81.7682694,
662,PAN,Comarca Emberá-Wounaan,8.4210754,-77.592269,
2203,PAN,Provincia de Veraguas,8.9560306,-79.5382279,
661,PAN,Colón Province,9.1929874,-79.6525424,
2201,PAN,Provincia de Panamá,8.9714493,-79.5341802,
2200,PAN,Provincia de Los Santos,,,
2199,PAN,Provincia de Herrera,42.5952019,-4.3350414,
2198,PAN,Provincia de Darién,8.9829133,-79.5094153,
2197,PAN,Provincia de Coclé,,,
2196,PAN,Provincia de Chiriquí,8.7792601,-82.3986555,
2195,PAN,Provincia de Bocas del Toro,,,
2202,PAN,Provincia de Panamá Oeste,9.0620248,-79.664308,
663,PAN,Comarca Guna Yala,9.1875975,-77.8713723,
1778,PER,Municipalidad Metropolitana de Lima,-12.0452582,-77.0312849,
2212,PER,Puno,-15.0,-70.0,
1470,PER,Lambayeque,-6.333333,-80.0,
1750,PER,Moquegua,-16.833333,-70.916667,
1527,PER,Loreto,-5.0,-75.0,
1504,PER,Lima,-12.0459808,-77.0305912,
2867,PER,Ucayali,-9.0,-73.5,
1228,PER,Junín,-11.5,-75.0,
156,PER,Ancash,-9.5,-77.75,
841,PER,El Callao,7.3150292,-61.8307108,
2082,PER,Pasco,-10.5,-75.25,
1127,PER,Huánuco,-9.5,-75.833333,
1122,PER,Huancavelica,-13.0,-75.0,
1143,PER,Ica,-14.3325,-75.499722,
247,PER,Ayacucho,-14.0,-74.0,
697,PER,Cusco,-13.5170887,-71.9785356,
2136,PER,Piura,-5.0,-80.333333,
2454,PER,San Martín,-7.0,-76.833333,
189,PER,Apurímac,-14.0,-73.0,
200,PER,Arequipa,-16.3988667,-71.5369607,
506,PER,Cajamarca,-6.25,-78.833333,
2848,PER,Tumbes,-3.833333,-80.5,
2706,PER,Tacna,-18.01386,-70.2511032,
1577,PER,Madre de Dios,-12.0,-70.25,
1958,PHL,Northern Mindanao,8.3979549,124.710688,
1797,PHL,NCR,14.5736108,121.0329706,
3085,PHL,Zamboanga Peninsula,7.7787234,122.7570828,
1706,PHL,Mimaropa,13.0106436,121.4115747,
1154,PHL,Ilocos Region,17.2023638,120.4712741,
570,PHL,Central Luzon,15.3942729,120.6872959,
540,PHL,Caraga,9.2517336,125.851666,
376,PHL,Bicol Region,13.0764489,123.5162387,
2579,PHL,Soccsksargen,6.5647278,124.4840255,
724,PHL,Davao Region,6.6481392,125.3562143,
574,PHL,Central Visayas,10.4734504,123.8648083,
507,PHL,Calabarzon,14.1658314,121.3535577,
35,PHL,ARMM,6.9126915,122.0795369,
503,PHL,Cagayan Valley,17.6722156,121.8831043,
3028,PHL,Western Visayas,11.2367325,122.6878187,
831,PHL,Eastern Visayas,11.2945278,124.9959508,
489,PHL,CAR,17.3597101,121.0716923,
1861,PLW,Ngarchelong,7.8467235,134.4733014,
1867,PLW,Ngiwal,7.5407317,134.7298202,
1306,PLW,Kayangel,8.1217479,134.6012242,
1860,PLW,Ngaraard,7.6424529,134.7328064,
1862,PLW,Ngardmau,7.726789,134.2765486,
2095,PLW,Peleliu,6.8996561,134.3369935,
1863,PLW,Ngatpang,7.6117591,134.1799732,
167,PLW,Angaur,6.0155988,133.6326463,
1074,PLW,Hatohobei,3.299279,131.6702524,
1865,PLW,Ngeremlengui,7.6590208,134.2120044,
1385,PLW,Koror,7.2259863,134.131234,
75,PLW,Aimeliik,7.5651498,134.1469665,
1684,PLW,Melekeok,7.4726013,134.7548743,
77,PLW,Airai,7.1407249,134.6413892,
1864,PLW,Ngchesar,7.417716,134.7114947,
2593,PLW,Sonsorol,4.8590258,132.5241398,
855,PNG,Enga Province,-5.6725937,143.6436942,
1836,PNG,National Capital District,-9.416667,147.166667,
3025,PNG,Western Province,-7.5,142.0,
1089,PNG,Hela Province,-5.7729776,142.7792477,
1952,PNG,Northern (Oro) Province,-8.7413412,148.2464985,
1574,PNG,Madang Province,-5.0,145.5,
3023,PNG,Western Highlands Province,-5.841586,144.2355348,
1627,PNG,Manus Province,-2.0513304,146.985147,
571,PNG,Central Province,-10.0,148.0,
3013,PNG,West Sepik (Sandaun) Province,-2.6771841,141.3023286,
824,PNG,East Sepik Province,-4.355541,143.2325162,
828,PNG,Eastern Highlands Province,-6.5,145.583333,
822,PNG,East New Britain Province,-5.1386278,151.9020187,
2637,PNG,Southern Highlands Province,-6.4471522,143.6006612,
1032,PNG,Gulf Province,-7.5556411,144.8850036,
242,PNG,Autonomous Region of Bougainville,-5.994921,154.9966955,
1705,PNG,Milne Bay Province,-10.0226491,151.5800288,
617,PNG,Chimbu (Simbu) Province,-6.25,144.833333,
1851,PNG,New Ireland Province,-3.0,151.5,
3008,PNG,West New Britain Province,-5.8891465,149.699546,
1754,PNG,Morobe Province,-7.0,147.0,
1222,PNG,Jiwaka Province,-5.5797604,144.613752,
1656,POL,Masovian Voivodeship,52.5461934,21.2073404,
1542,POL,Lublin Voivodeship,50.9358672,22.8307732,
2160,POL,Pomeranian Voivodeship,54.24556,18.1099,
2991,POL,Warmian-Masurian Voivodeship,53.9311892,21.1260808,
1009,POL,Greater Poland Voivodeship,52.1458506,17.397672,
2152,POL,Podlaskie Voivodeship,53.2668455,22.8525787,
2554,POL,Silesian Voivodeship,50.5687422,19.2343995,
3012,POL,West Pomeranian Voivodeship,53.5450793,15.5661586,
1535,POL,Lower Silesian Voivodeship,50.9206028,16.4946351,
1491,POL,Lesser Poland Voivodeship,49.790952,20.3793521,
1416,POL,Kuyavian-Pomeranian Voivodeship,53.3220016,18.3392939,
23,POL,?wi?tokrzyskie Voivodeship,,,
1544,POL,Lubusz Voivodeship,52.1001754,15.3605075,
2020,POL,Opole Voivodeship,50.8918612,17.9321175,
26,POL,?ód? Voivodeship,51.778218,19.480908,
2659,POL,Subcarpathian Voivodeship,49.9927121,22.177107,
1925,PRK,North Hamgyong,,,
2625,PRK,South Pyongan,,,
2217,PRK,Pyongyang,,,
1194,PRK,Jagang,,,
1273,PRK,Kangwon,,,
1926,PRK,North Hwanghae,,,
2353,PRK,Ryanggang,,,
2615,PRK,South Hwanghae,,,
